date,serial_number,model,capacity_bytes,failure,datacenter,cluster_id,vault_id,pod_id,pod_slot_num,is_legacy_format,smart_1_normalized,smart_1_raw,smart_5_normalized,smart_5_raw,smart_9_normalized,smart_9_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_194_normalized,smart_194_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw
2024-06-10,SE000005,ST16000NM001G,16000900661248,0,dc3,CL_dc3_6,V_006,POD_006,6,0,100,166838,100,0,84,16469,100,0,100,0,74,26,100,0,100,0
2024-06-17,SE000005,ST16000NM001G,16000900661248,0,dc3,CL_dc3_6,V_006,POD_006,6,0,100,336674,100,0,84,16637,100,0,100,0,75,25,100,0,100,0
2024-06-24,SE000005,ST16000NM001G,16000900661248,0,dc3,CL_dc3_6,V_006,POD_006,6,0,100,69840,100,0,84,16805,100,0,100,0,72,28,100,0,100,0
2024-04-01,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,194075,100,0,77,23237,100,0,100,0,79,21,100,0,100,0
2024-04-08,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,483690,100,0,77,23405,100,0,100,0,70,30,100,0,100,0
2024-04-15,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,417880,100,0,77,23573,100,0,100,0,76,24,100,0,100,0
2024-04-22,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,432839,100,0,77,23741,100,0,100,0,74,26,100,0,100,0
2024-04-29,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,270536,100,0,77,23909,100,0,100,0,73,27,100,0,100,0
2024-05-06,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,219164,100,0,76,24077,100,0,100,0,68,32,100,0,100,0
2024-05-13,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,314003,100,0,76,24245,100,0,100,0,69,31,100,0,100,0
2024-05-20,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,195806,100,0,76,24413,100,0,100,0,67,33,100,0,100,0
2024-05-27,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,71467,100,0,76,24581,100,0,100,0,78,22,100,0,100,0
2024-06-03,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,406904,100,0,76,24749,100,0,100,0,73,27,100,0,100,0
2024-06-10,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,288486,100,0,76,24917,100,0,100,0,75,25,100,0,100,0
2024-06-17,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,107081,100,0,75,25085,100,0,100,0,73,27,100,0,100,0
2024-06-24,SE000006,ST16000NM001G,16000900661248,0,dc1,CL_dc1_7,V_007,POD_007,7,0,100,459949,100,0,75,25253,100,0,100,0,68,32,100,0,100,0
2024-04-01,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,52663,100,0,84,16774,100,0,100,0,74,26,100,0,100,0
2024-04-08,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,16708,100,0,84,16942,100,0,100,0,70,30,100,0,100,0
2024-04-15,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,113547,100,0,83,17110,100,0,100,0,74,26,100,0,100,0
2024-04-22,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,466298,100,0,83,17278,100,0,100,0,70,30,100,0,100,0
2024-04-29,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,143483,100,0,83,17446,100,0,100,0,70,30,100,0,100,0
2024-05-06,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,134983,100,0,83,17614,100,0,100,0,71,29,100,0,100,0
2024-05-13,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,274255,100,0,83,17782,100,0,100,0,71,29,100,0,100,0
2024-05-20,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,300648,100,0,83,17950,100,0,100,0,80,20,100,0,100,0
2024-05-27,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,375705,100,0,82,18118,100,0,100,0,69,31,100,0,100,0
2024-06-03,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,48254,100,0,82,18286,100,0,100,0,70,30,100,0,100,0
2024-06-10,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,148718,100,0,82,18454,100,0,100,0,67,33,100,0,100,0
2024-06-17,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,309987,100,0,82,18622,100,0,100,0,71,29,100,0,100,0
2024-06-24,SE000007,ST16000NM001G,16000900661248,0,dc1,CL_dc1_8,V_008,POD_008,8,0,100,163688,100,0,82,18790,100,0,100,0,78,22,100,0,100,0
2024-04-01,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,292999,100,0,67,33299,100,0,100,0,72,28,100,0,100,0
2024-04-08,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,381002,100,0,67,33467,100,0,100,0,77,23,100,0,100,0
2024-04-15,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,174714,100,0,67,33635,100,0,100,0,69,31,100,0,100,0
2024-04-22,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,7295,100,0,67,33803,100,0,100,0,71,29,100,0,100,0
2024-04-29,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,384029,100,0,67,33971,100,0,100,0,72,28,100,0,100,0
2024-05-06,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,144946,100,0,66,34139,100,0,100,0,71,29,100,0,100,0
2024-05-13,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,379480,100,0,66,34307,100,0,100,0,69,31,100,0,100,0
2024-05-20,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,244548,100,0,66,34475,100,0,100,0,72,28,100,0,100,0
2024-05-27,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,462713,100,0,66,34643,100,0,100,0,75,25,100,0,100,0
2024-06-03,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,3869,100,0,66,34811,100,0,100,0,72,28,100,0,100,0
2024-06-10,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,258186,100,0,66,34979,100,0,100,0,76,24,100,0,100,0
2024-06-17,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,91272,100,0,65,35147,100,0,100,0,76,24,100,0,100,0
2024-06-24,SE000008,ST16000NM001G,16000900661248,0,dc1,CL_dc1_9,V_009,POD_009,9,0,100,39467,100,0,65,35315,100,0,100,0,71,29,100,0,100,0
2024-04-01,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,493738,100,0,70,30876,100,0,100,0,68,32,100,0,100,0
2024-04-08,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,87416,100,0,69,31044,100,0,100,0,75,25,100,0,100,0
2024-04-15,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,108450,100,0,69,31212,100,0,100,0,71,29,100,0,100,0
2024-04-22,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,172890,100,0,69,31380,100,0,100,0,78,22,100,0,100,0
2024-04-29,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,117381,100,0,69,31548,100,0,100,0,76,24,100,0,100,0
2024-05-06,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,474125,100,0,69,31716,100,0,100,0,70,30,100,0,100,0
2024-05-13,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,400111,100,0,69,31884,100,0,100,0,73,27,100,0,100,0
2024-05-20,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,151810,100,0,68,32052,100,0,100,0,71,29,100,0,100,0
2024-05-27,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,361032,100,0,68,32220,100,0,100,0,78,22,100,0,100,0
2024-06-03,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,434006,100,0,68,32388,100,0,100,0,75,25,100,0,100,0
2024-06-10,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,172836,100,0,68,32556,100,0,100,0,77,23,100,0,100,0
2024-06-17,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,206615,100,0,68,32724,100,0,100,0,73,27,100,0,100,0
2024-06-24,SE000009,ST16000NM001G,16000900661248,0,dc1,CL_dc1_10,V_010,POD_010,10,0,100,125123,100,0,68,32892,100,0,100,0,76,24,100,0,100,0
2024-04-01,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,179274,100,0,78,22453,100,0,100,0,71,29,100,0,100,0
2024-04-08,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,116294,100,0,78,22621,100,0,100,0,71,29,100,0,100,0
2024-04-15,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,460451,100,0,78,22789,100,0,100,0,78,22,100,0,100,0
2024-04-22,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,378812,100,0,78,22957,100,0,100,0,74,26,100,0,100,0
2024-04-29,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,495495,100,0,77,23125,100,0,100,0,70,30,100,0,100,0
2024-05-06,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,255079,100,0,77,23293,100,0,100,0,74,26,100,0,100,0
2024-05-13,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,27641,100,0,77,23461,100,0,100,0,70,30,100,0,100,0
2024-05-20,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,460321,100,0,77,23629,100,0,100,0,70,30,100,0,100,0
2024-05-27,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,366890,100,0,77,23797,100,0,100,0,72,28,100,0,100,0
2024-06-03,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,73991,100,0,77,23965,100,0,100,0,75,25,100,0,100,0
2024-06-10,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,5014,100,0,76,24133,100,0,100,0,72,28,100,0,100,0
2024-06-17,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,198392,100,0,76,24301,100,0,100,0,69,31,100,0,100,0
2024-06-24,SE000010,ST16000NM001G,16000900661248,0,dc2,CL_dc2_11,V_011,POD_011,11,0,100,159823,100,0,76,24469,100,0,100,0,72,28,100,0,100,0
2024-04-01,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,236362,100,0,83,17533,100,0,100,0,70,30,100,0,100,0
2024-04-08,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,445209,100,0,83,17701,100,0,100,0,74,26,100,0,100,0
2024-04-15,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,333460,100,0,83,17869,100,0,100,0,71,29,100,0,100,0
2024-04-22,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,259067,100,0,82,18037,100,0,100,0,61,39,100,0,100,0
2024-04-29,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,71031,100,0,82,18205,100,0,100,0,69,31,100,0,100,0
2024-05-06,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,470645,100,0,82,18373,100,0,100,0,70,30,100,0,100,0
2024-05-13,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,407619,100,0,82,18541,100,0,100,0,73,27,100,0,100,0
2024-05-20,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,33097,100,0,82,18709,100,0,100,0,70,30,100,0,100,0
2024-05-27,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,231229,100,0,82,18877,100,0,100,0,72,28,100,0,100,0
2024-06-03,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,119834,100,0,81,19045,100,0,100,0,75,25,100,0,100,0
2024-06-10,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,182372,100,0,81,19213,100,0,100,0,66,34,100,0,100,0
2024-06-17,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,285821,100,0,81,19381,100,0,100,0,78,22,100,0,100,0
2024-06-24,SE000011,ST16000NM001G,16000900661248,0,dc2,CL_dc2_12,V_012,POD_012,12,0,100,71313,100,0,81,19549,100,0,100,0,74,26,100,0,100,0
2024-04-01,SE000012,ST16000NM001G,16000900661248,0,dc3,CL_dc3_13,V_013,POD_013,13,0,100,486988,100,0,66,34749,100,0,100,0,72,28,100,0,100,0
2024-04-08,SE000012,ST16000NM001G,16000900661248,0,dc3,CL_dc3_13,V_013,POD_013,13,0,100,4051,100,0,66,34917,100,0,100,0,68,32,100,0,100,0
2024-04-15,SE000012,ST16000NM001G,16000900661248,0,dc3,CL_dc3_13,V_013,POD_013,13,0,100,180819,100,0,65,35085,100,0,100,0,72,28,100,0,100,0
2024-04-22,SE000012,ST16000NM001G,16000900661248,0,dc3,CL_dc3_13,V_013,POD_013,13,0,100,198484,100,0,65,35253,100,0,100,0,75,25,100,0,100,0
2024-04-29,SE000012,ST16000NM001G,16000900661248,0,dc3,CL_dc3_13,V_013,POD_013,13,0,100,190407,100,0,65,35421,100,0,100,0,72,28,100,0,100,0
2024-05-06,SE000012,ST16000NM001G,16000900661248,0,dc3,CL_dc3_13,V_013,POD_013,13,0,100,433950,100,0,65,35589,100,0,100,0,65,35,100,0,100,0
2024-05-13,SE000012,ST16000NM001G,16000900661248,0,dc3,CL_dc3_13,V_013,POD_013,13,0,100,204687,100,0,65,35757,100,0,100,0,67,33,100,0,100,0
2024-05-20,SE000012,ST16000NM001G,16000900661248,0,dc3,CL_dc3_13,V_013,POD_013,13,0,100,87672,100,0,65,35925,100,0,100,0,79,21,100,0,100,0
2024-05-27,SE000012,ST16000NM001G,16000900661248,0,dc3,CL_dc3_13,V_013,POD_013,13,0,100,74847,100,0,64,36093,100,0,100,0,72,28,100,0,100,0
